Assessing requirements-related risks through probabilistic goals and obstacles,"Van Lamsweerde, A."
Towards outcome-based regulatory compliance in aviation security,"Alhaj, M."
Towards outcome-based regulatory compliance in aviation security,"Amyot, D."
Towards outcome-based regulatory compliance in aviation security,"Behnam, S.A."
Towards outcome-based regulatory compliance in aviation security,"Braun, E."
Towards outcome-based regulatory compliance in aviation security,"Cartwright, N."
Towards outcome-based regulatory compliance in aviation security,"Mussbacher, G."
Towards outcome-based regulatory compliance in aviation security,"Richards, G."
Towards outcome-based regulatory compliance in aviation security,"Shamsaei, A."
Towards outcome-based regulatory compliance in aviation security,"Tawhid, R."
Are your sites down? Requirements-driven self-tuning for the survivability of web systems,"Chen, B."
Are your sites down? Requirements-driven self-tuning for the survivability of web systems,"Peng, X."
Are your sites down? Requirements-driven self-tuning for the survivability of web systems,"Yu, Y."
